﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,vinz,https://forums.hardwarezone.com.sg/members/vinz.18872/,Master Member,"May 27, 2009","MasK said:
I got a question regarding grants:

Is the grant used to reduce your CPF loan ONLY or reduce the total amount needed to buy a flat?

1) For example.. If I'm ELIGIBLE for 300K loan, and 50K grants, Does it mean that HDB cut off 50K from the loan amount (meaning 250K loan) and I pay cash for the rest?

OR

2) The grant amount (50K) is deducted off the total sale price of the flat and you can still take up 300K loan.

Another way of understanding my question is:
If the flat costs 400K, Can I use 50K cash, 50K grant and 300K loan?
Or will HDB force me to use the grant as part o the loan, ie. 100K cash and 250K loan (50K granted)?

I hope ya guys understand ma question.. cheers.
Click to expand...
1st, the grant is either 30k 1st timer OR 40k 1st timer near parent. (where did your 50k come from? AHG?)
_____________________________

Assume 40k grant.

House cost 400k (assume valuation is 400k for resale flat),
Loan amount = 400k - 40k = 360k

If you want to pay another 50k using cash,
Loan amount = 400k - 40k - 50k cash = 290k

No need to come up with cash, the 360k (or 290k) is your loan amount (assuming you are eligible for this amount). Above is simple calculation, didn't add on the stamp fees, legal fees, insurance etc.
______________________________

Pls note the grant is always use to deduct from the valuation price (resale flat) and not the COV.
Any COV (resale flat) must be payable using cash from your own pocket."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,killerer,https://forums.hardwarezone.com.sg/members/killerer.53740/,Senior Member,"Jul 3, 2009","can we use CPF to offset the cost instead of cash? so instead of i downplayment of 10%, i downplayment of 15% and take up loan to pay for the rest?

eg

House cost 400k (assume valuation is 400k for resale flat)
Grant 40k
CPF OA 80k

i can use all 80k (+40k TOTAL 120k) to downplayment for the housing and pay the rest thru loan (=280k)?

my goal is to make the interest as little as possible."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,vinz,https://forums.hardwarezone.com.sg/members/vinz.18872/,Master Member,"Jul 4, 2009","You are correct, that is exactly how it works."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,p00p00,https://forums.hardwarezone.com.sg/members/p00p00.361790/,Supremacy Member,"Jul 6, 2009","some questions here i wanna ask...

i started work in Aug 08 as a temp staff getting ard 1.2k/mth for 3 mths. Next i drew 2.6k/mth for 6 mths and currently getting 2.8k.

1) Do they consider me as being 'continuously employed for one year'? am i eligible to apply for a flat (BTO)?

2) Also, my gf is currently still studying. Hence is my average household income {(1200 x 3)+(2600 x 6)+(2800 x 3)} / 12 which is equal to 2300? i understand that my current salary will allow me a $25k AHG. if they calculate my average annual income as above, my monthly salary will be 2300 which allows me to get $30k of grant?

3) Anyone can shed some light on the payment timeline of getting a HDB flat? downpayment 10% is after booking of flat which is shortly after application rite? is there any other cash outlays and approximate time period to the payments?

4) Say the BTO takes 5 years to complete. At which point of time will they assess me on the mortgage available for me to loan? will mortgage installments will start to kick in after you get the flat (eg:5yrs later?) This is cos im afraid that they will not loan too much to me if they assess me at point of application (since my gf is still studying). After my gf grads and both of us having worked for 5yrs, im quite confident we can afford a much larger mortgage loan.

thanks!!"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,KopRulez,https://forums.hardwarezone.com.sg/members/koprulez.97278/,Arch-Supremacy Member,"Nov 26, 2009","Need some answers

Need some answers from my questions, please.

Currently I bought my 3-rm resale flat, without any grant in 2006.

I intend to sell it off due to the hot demand around my area. So after the CPF refunds, and whatever proceeds to me, I intend to purchase a 4-rm resale flat near my parents. How much grants can I able to get from HDB? Let's say the purchase price of the 4-rm is $320K. My neighbor just sold his 3-rm unit @ $255K. Do I need to pay any cash upfront?

Note: I am the only one contributing to the housing loans, and gross salary below $5K. Currently my last OA is about 15K."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,KopRulez,https://forums.hardwarezone.com.sg/members/koprulez.97278/,Arch-Supremacy Member,"Dec 1, 2009",Any experts can answer?
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,devilcup,https://forums.hardwarezone.com.sg/members/devilcup.33219/,Arch-Supremacy Member,"Dec 17, 2009","A simple question which i oso posted in another thread. When is AHG consider? yes i only referring to first timer on bto/new flat purchase only.

1) during application to lease of agreement? (first downpayment)
2) before collection of key? (second downpayment due to stagger payment)

thanks!"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,lancelot77,https://forums.hardwarezone.com.sg/members/lancelot77.73343/,Senior Member,"Jan 21, 2010","Hi all,

just need some confirmation here. If me and my spouse's combined income is more than $5k, then we not eligible for $30k 1st timer grant liao right?

We applying for a new flat under the BTO scheme."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,nutnutde,https://forums.hardwarezone.com.sg/members/nutnutde.289908/,Member,"Apr 15, 2009","Hi I am considering applying for an HDB flat with my bf. Was looking at the hdb website for info on subsidies for first timer. Was looking high and low but cldn't find the necessary links for it. Maybe my phrasing it was wrong. Stuff I like to know is if you like near parents how much subsidy or ' discount ' you get or first time applicant is it $20 000 subsidy etc.

Plaese don't flame me if this topic has oft been brought up. I have tried lookinf info for it but to no avail. Will some kind soul point me in the right direction or share info with me ?

Greatly appreciated."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,kebinu,https://forums.hardwarezone.com.sg/members/kebinu.58132/,High Supremacy Member,"Apr 15, 2009","stay near parents 40k
first time 30k

or vice versa or amt is wrong

only for resales

can get ahg up to 40k for bto/resales"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,yeowenzheng,https://forums.hardwarezone.com.sg/members/yeowenzheng.261813/,Senior Member,"Apr 15, 2009","believe all info is in the below link

http://www.hdb.gov.sg/fi10/fi10201p...OpenDocument&SubMenu=CPF_Housing_Grant_Scheme"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,xjasonz,https://forums.hardwarezone.com.sg/members/xjasonz.158084/,Supremacy Member,"Apr 16, 2009","if you and your fiance decide to get a RESALE, then your are eligible for $30k grant for first timers, $10k grant. if you stay near parents, AHG of up to $40k

total of potential $80k if you decide to get a HDB resale.

if you and yr fiance decide to get a BRAND NEW/DBSS hdb, the grant you are eligible for are only stay near parents which is $10k and AHG of potential $40k.

total potential of up to $50k if you decide to get a brand new/dbss

some T&C for additional housing grant(AHG):

average family income less than $1500 ---- $40,000
$1501 to $2000 - $35000
$2001 to $2500 - $30000
$2501 to $3000 - $25000
$3001 to $3500 - $20000
$3501 to $4000 - $15000
$4001 to $4500 - $10000
$4501 to $5000 - $5000

*At least one of the flat buyers must have
worked continuously for at least 1 year before the Resale Flat Application

*Average monthly household income over the 1-year period must not exceed $5,000"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,kolezlaw,https://forums.hardwarezone.com.sg/members/kolezlaw.350594/,Member,"Apr 16, 2009","Hmm.. i think HDB increased the grant for the basic family to 40k and the higher-tier (stay near parent/married child) is now 50k already.

Don't worry.. can ask hdb one.

Anyone are you buying straight from HDB? or from open market?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,alamak,https://forums.hardwarezone.com.sg/members/alamak.7363/,Supremacy Member,"Apr 16, 2009","kolezlaw said:
Hmm.. i think HDB increased the grant for the basic family to 40k and the higher-tier (stay near parent/married child) is now 50k already.

Don't worry.. can ask hdb one.

Anyone are you buying straight from HDB? or from open market?

that one is inclusive of ahg. basic grant for resale is only 30k/40k(near parents)

so many pple got mixed up saying now got 40/50k grant."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,vinz,https://forums.hardwarezone.com.sg/members/vinz.18872/,Master Member,"Apr 16, 2009","Please note that there are basically 3 things which you have to take note if you are getting a brand new flat or a resale flat.

1) HDB loan - Can be use for Brand new and Resale flat (if buyer is eligible) , the most important criteria is that combined monthly income must not be more than $12k

Please click : HDB loan eligibility check

2) Find out the grant you are eligible for as first timer.

Pls click : CPF Housing Grants for Resale Flats

Additional grant for staying near parents : Proximity grant

___________________________________________

Most buyers will fit under one of the below:

1) Buy brand new, get HDB loan, (if combined family income less than 12k)

2) Buy brand new, get HDB loan, get AHG (if income less than 5k)

3) Buy resale flat, get HDB loan, get 1st timer grant (if income more than 5k, but less than 12k)

4) Buy resale flat, get HDB loan, get 1st timer grant, get AHG (if income less than 5k)

___________________________________________

NOTE : More than 12k monthly income = Not eligible for HDB loan (Bank loan only), not eligible for brand new flat, not eligible for 1st timer grant, and of course not eligible for AHG.

vinz"
